release_id,archive_filename,workbook_row,road,variant_code,output_filename,register_name,visual_family,physical_prompt_label,variant_markings,source_type,source_asset,source_asset_sha256,assignment_rule,visual_review_scope,release_qualification,width,height,format,output_bytes,output_sha256,match_checklist,notes
COATES-K2-ROAD2-649-RETRACTION-RESOLVED-20260806-V2,Coates_K2_Road2_Retraction_Resolved_649_Thumbnails_001.zip,243,2,12DRIVECROWSFEET36MM,12DRIVECROWSFEET36MM.jpg,"1/2"" Drive Crowsfeet-36MM",Crowsfoot socket | Drive 1/2in | Mixed,1/2-inch drive open-end crowsfoot socket,"1/2"" | 36mm",HOUSE_RENDER_FAMILY,production/family_assets/crowfoot_wrench.png,18b4239103656521642e595c710cfef699e0523eee43b69fded246f1c574ff5d,ALL_ROWS,FAMILY_MASTER_REVIEWED_AND_CODE_MAPPED,APPROVED_FAMILY_RENDER,800,800,JPEG,79953,d174a6468cd8b9d6fa4144e85e95050c6c0dc11be1ef3801041077ee00996a89,"Item type unmistakably matches the register name ; stamped/labelled sizes readable: 1/2"", 36mm ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price)",Family render; the catalogue code supplies the exact size/variant where the shared image does not visibly prove that marking.
COATES-K2-ROAD2-649-RETRACTION-RESOLVED-20260806-V2,Coates_K2_Road2_Retraction_Resolved_649_Thumbnails_001.zip,245,2,12DRIVECROWSFEET38MM,12DRIVECROWSFEET38MM.jpg,"1/2"" Drive Crowsfeet-38MM",Crowsfoot socket | Drive 1/2in | Mixed,1/2-inch drive open-end crowsfoot socket,"1/2"" | 38mm",HOUSE_RENDER_FAMILY,production/family_assets/crowfoot_wrench.png,18b4239103656521642e595c710cfef699e0523eee43b69fded246f1c574ff5d,ALL_ROWS,FAMILY_MASTER_REVIEWED_AND_CODE_MAPPED,APPROVED_FAMILY_RENDER,800,800,JPEG,79953,d174a6468cd8b9d6fa4144e85e95050c6c0dc11be1ef3801041077ee00996a89,"Item type unmistakably matches the register name ; stamped/labelled sizes readable: 1/2"", 38mm ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price)",Family render; the catalogue code supplies the exact size/variant where the shared image does not visibly prove that marking.
COATES-K2-ROAD2-649-RETRACTION-RESOLVED-20260806-V2,Coates_K2_Road2_Retraction_Resolved_649_Thumbnails_001.zip,247,2,12DRIVECROWSFEET41MM,12DRIVECROWSFEET41MM.jpg,"1/2"" Drive Crowsfeet-41MM",Crowsfoot socket | Drive 1/2in | Mixed,1/2-inch drive open-end crowsfoot socket,"1/2"" | 41mm",HOUSE_RENDER_FAMILY,production/family_assets/crowfoot_wrench.png,18b4239103656521642e595c710cfef699e0523eee43b69fded246f1c574ff5d,ALL_ROWS,FAMILY_MASTER_REVIEWED_AND_CODE_MAPPED,APPROVED_FAMILY_RENDER,800,800,JPEG,79953,d174a6468cd8b9d6fa4144e85e95050c6c0dc11be1ef3801041077ee00996a89,"Item type unmistakably matches the register name ; stamped/labelled sizes readable: 1/2"", 41mm ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price)",Family render; the catalogue code supplies the exact size/variant where the shared image does not visibly prove that marking.
COATES-K2-ROAD2-649-RETRACTION-RESOLVED-20260806-V2,Coates_K2_Road2_Retraction_Resolved_649_Thumbnails_001.zip,249,2,12DRIVECROWSFEET43MM,12DRIVECROWSFEET43MM.jpg,"1/2"" Drive Crowsfeet-43MM",Crowsfoot socket | Drive 1/2in | Mixed,1/2-inch drive open-end crowsfoot socket,"1/2"" | 43mm",HOUSE_RENDER_FAMILY,production/family_assets/crowfoot_wrench.png,18b4239103656521642e595c710cfef699e0523eee43b69fded246f1c574ff5d,ALL_ROWS,FAMILY_MASTER_REVIEWED_AND_CODE_MAPPED,APPROVED_FAMILY_RENDER,800,800,JPEG,79953,d174a6468cd8b9d6fa4144e85e95050c6c0dc11be1ef3801041077ee00996a89,"Item type unmistakably matches the register name ; stamped/labelled sizes readable: 1/2"", 43mm ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price)",Family render; the catalogue code supplies the exact size/variant where the shared image does not visibly prove that marking.
COATES-K2-ROAD2-649-RETRACTION-RESOLVED-20260806-V2,Coates_K2_Road2_Retraction_Resolved_649_Thumbnails_001.zip,251,2,12DRIVECROWSFEET46MM,12DRIVECROWSFEET46MM.jpg,"1/2"" Drive Crowsfeet-46MM",Crowsfoot socket | Drive 1/2in | Mixed,1/2-inch drive open-end crowsfoot socket,"1/2"" | 46mm",HOUSE_RENDER_FAMILY,production/family_assets/crowfoot_wrench.png,18b4239103656521642e595c710cfef699e0523eee43b69fded246f1c574ff5d,ALL_ROWS,FAMILY_MASTER_REVIEWED_AND_CODE_MAPPED,APPROVED_FAMILY_RENDER,800,800,JPEG,79953,d174a6468cd8b9d6fa4144e85e95050c6c0dc11be1ef3801041077ee00996a89,"Item type unmistakably matches the register name ; stamped/labelled sizes readable: 1/2"", 46mm ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price)",Family render; the catalogue code supplies the exact size/variant where the shared image does not visibly prove that marking.
COATES-K2-ROAD2-649-RETRACTION-RESOLVED-20260806-V2,Coates_K2_Road2_Retraction_Resolved_649_Thumbnails_001.zip,253,2,12DRIVECROWSFEET48MM,12DRIVECROWSFEET48MM.jpg,"1/2"" Drive Crowsfeet-48MM",Crowsfoot socket | Drive 1/2in | Mixed,1/2-inch drive open-end crowsfoot socket,"1/2"" | 48mm",HOUSE_RENDER_FAMILY,production/family_assets/crowfoot_wrench.png,18b4239103656521642e595c710cfef699e0523eee43b69fded246f1c574ff5d,ALL_ROWS,FAMILY_MASTER_REVIEWED_AND_CODE_MAPPED,APPROVED_FAMILY_RENDER,800,800,JPEG,79953,d174a6468cd8b9d6fa4144e85e95050c6c0dc11be1ef3801041077ee00996a89,"Item type unmistakably matches the register name ; stamped/labelled sizes readable: 1/2"", 48mm ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price)",Family render; the catalogue code supplies the exact size/variant where the shared image does not visibly prove that marking.
COATES-K2-ROAD2-649-RETRACTION-RESOLVED-20260806-V2,Coates_K2_Road2_Retraction_Resolved_649_Thumbnails_001.zip,255,2,12DRIVECROWSFEET50MM,12DRIVECROWSFEET50MM.jpg,"1/2"" Drive Crowsfeet-50MM",Crowsfoot socket | Drive 1/2in | Mixed,1/2-inch drive open-end crowsfoot socket,"1/2"" | 50mm",HOUSE_RENDER_FAMILY,production/family_assets/crowfoot_wrench.png,18b4239103656521642e595c710cfef699e0523eee43b69fded246f1c574ff5d,ALL_ROWS,FAMILY_MASTER_REVIEWED_AND_CODE_MAPPED,APPROVED_FAMILY_RENDER,800,800,JPEG,79953,d174a6468cd8b9d6fa4144e85e95050c6c0dc11be1ef3801041077ee00996a89,"Item type unmistakably matches the register name ; stamped/labelled sizes readable: 1/2"", 50mm ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price)",Family render; the catalogue code supplies the exact size/variant where the shared image does not visibly prove that marking.
COATES-K2-ROAD2-649-RETRACTION-RESOLVED-20260806-V2,Coates_K2_Road2_Retraction_Resolved_649_Thumbnails_001.zip,451,2,12DRIVEIMPACTHEXSOCKET17MM78MM,12DRIVEIMPACTHEXSOCKET17MM78MM.jpg,"SOCKET IMPACT HEX 1/2""DR MET 17MM X 78MM Kinchrome",Socket - impact standard | Drive 1/2in | Mixed,"standard black impact socket, 1/2-inch drive","1/2"" | 17mm | 78mm",HOUSE_RENDER_FAMILY,production/family_assets/socket_impact_standard_generic.png,83c4822425fdd3dd54988180560702b1393f9cd644610fe5f1c5e69fe2841a7a,ALL_ROWS,FAMILY_MASTER_REVIEWED_AND_CODE_MAPPED,APPROVED_FAMILY_RENDER,800,800,JPEG,78818,f4f2c97be6ffe4f48767b2491c65df755a1a59544115fef57561a33c1d6c71b7,"ONE socket only; six-point black impact finish; correct drive square; hex opening visible ; stamped/labelled sizes readable: 1/2"", 17mm, 78mm ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price)",Family render; the catalogue code supplies the exact size/variant where the shared image does not visibly prove that marking.
COATES-K2-ROAD2-649-RETRACTION-RESOLVED-20260806-V2,Coates_K2_Road2_Retraction_Resolved_649_Thumbnails_001.zip,425,2,12DRIVEIMPACTINHEXSOCKET10MM,12DRIVEIMPACTINHEXSOCKET10MM.jpg,Socket - Inhex -10MM-1/2in Drive,Socket - inhex | Drive 1/2in | Mixed,"black inhex bit socket, 1/2-inch drive",1/2in | 10mm,HOUSE_RENDER_FAMILY,production/family_assets/socket_inhex.png,a26e49bba1790cacfd99649f43163e2d5820af23d151230c605976a6c5be5d49,ALL_ROWS,FAMILY_MASTER_REVIEWED_AND_CODE_MAPPED,APPROVED_FAMILY_RENDER,800,800,JPEG,72895,8958b518d16500ade2699cc299ceb594885f92273218956a848235bf3c47ba75,"ONE socket only; six-point black impact finish; correct drive square; hex opening visible ; stamped/labelled sizes readable: 1/2in, 10mm ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price)",Family render; the catalogue code supplies the exact size/variant where the shared image does not visibly prove that marking.
COATES-K2-ROAD2-649-RETRACTION-RESOLVED-20260806-V2,Coates_K2_Road2_Retraction_Resolved_649_Thumbnails_001.zip,421,2,12DRIVEIMPACTINHEXSOCKET12,12DRIVEIMPACTINHEXSOCKET12.jpg,"Socket - Inhex -1/2""-1/2in Drive",Socket - inhex | Drive 1/2in | Imperial,"black inhex bit socket, 1/2-inch drive","1/2"" | 1/2in",HOUSE_RENDER_FAMILY,production/family_assets/socket_inhex.png,a26e49bba1790cacfd99649f43163e2d5820af23d151230c605976a6c5be5d49,ALL_ROWS,FAMILY_MASTER_REVIEWED_AND_CODE_MAPPED,APPROVED_FAMILY_RENDER,800,800,JPEG,72895,8958b518d16500ade2699cc299ceb594885f92273218956a848235bf3c47ba75,"ONE socket only; six-point black impact finish; correct drive square; hex opening visible ; stamped/labelled sizes readable: 1/2"", 1/2in ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price)",Family render; the catalogue code supplies the exact size/variant where the shared image does not visibly prove that marking.
COATES-K2-ROAD2-649-RETRACTION-RESOLVED-20260806-V2,Coates_K2_Road2_Retraction_Resolved_649_Thumbnails_001.zip,427,2,12DRIVEIMPACTINHEXSOCKET12MM,12DRIVEIMPACTINHEXSOCKET12MM.jpg,Socket - Inhex -12MM-1/2in Drive,Socket - inhex | Drive 1/2in | Mixed,"black inhex bit socket, 1/2-inch drive",1/2in | 12mm,HOUSE_RENDER_FAMILY,production/family_assets/socket_inhex.png,a26e49bba1790cacfd99649f43163e2d5820af23d151230c605976a6c5be5d49,ALL_ROWS,FAMILY_MASTER_REVIEWED_AND_CODE_MAPPED,APPROVED_FAMILY_RENDER,800,800,JPEG,72895,8958b518d16500ade2699cc299ceb594885f92273218956a848235bf3c47ba75,"ONE socket only; six-point black impact finish; correct drive square; hex opening visible ; stamped/labelled sizes readable: 1/2in, 12mm ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price)",Family render; the catalogue code supplies the exact size/variant where the shared image does not visibly prove that marking.
COATES-K2-ROAD2-649-RETRACTION-RESOLVED-20260806-V2,Coates_K2_Road2_Retraction_Resolved_649_Thumbnails_001.zip,423,2,12DRIVEIMPACTINHEXSOCKET14,12DRIVEIMPACTINHEXSOCKET14.jpg,"Socket - Inhex -1/4""-1/2in Drive",Socket - inhex | Drive 1/2in | Imperial,"black inhex bit socket, 1/2-inch drive","1/4"" | 1/2in",HOUSE_RENDER_FAMILY,production/family_assets/socket_inhex.png,a26e49bba1790cacfd99649f43163e2d5820af23d151230c605976a6c5be5d49,ALL_ROWS,FAMILY_MASTER_REVIEWED_AND_CODE_MAPPED,APPROVED_FAMILY_RENDER,800,800,JPEG,72895,8958b518d16500ade2699cc299ceb594885f92273218956a848235bf3c47ba75,"ONE socket only; six-point black impact finish; correct drive square; hex opening visible ; stamped/labelled sizes readable: 1/4"", 1/2in ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price)",Family render; the catalogue code supplies the exact size/variant where the shared image does not visibly prove that marking.
COATES-K2-ROAD2-649-RETRACTION-RESOLVED-20260806-V2,Coates_K2_Road2_Retraction_Resolved_649_Thumbnails_001.zip,429,2,12DRIVEIMPACTINHEXSOCKET14MM,12DRIVEIMPACTINHEXSOCKET14MM.jpg,Socket - Inhex -14MM-1/2in Drive,Socket - inhex | Drive 1/2in | Mixed,"black inhex bit socket, 1/2-inch drive",1/2in | 14mm,HOUSE_RENDER_FAMILY,production/family_assets/socket_inhex.png,a26e49bba1790cacfd99649f43163e2d5820af23d151230c605976a6c5be5d49,ALL_ROWS,FAMILY_MASTER_REVIEWED_AND_CODE_MAPPED,APPROVED_FAMILY_RENDER,800,800,JPEG,72895,8958b518d16500ade2699cc299ceb594885f92273218956a848235bf3c47ba75,"ONE socket only; six-point black impact finish; correct drive square; hex opening visible ; stamped/labelled sizes readable: 1/2in, 14mm ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price)",Family render; the catalogue code supplies the exact size/variant where the shared image does not visibly prove that marking.
COATES-K2-ROAD2-649-RETRACTION-RESOLVED-20260806-V2,Coates_K2_Road2_Retraction_Resolved_649_Thumbnails_001.zip,399,2,12DRIVEIMPACTINHEXSOCKET15MM,12DRIVEIMPACTINHEXSOCKET15MM.jpg,Socket - Inhex - 15MM -1/2in Drive,Socket - inhex | Drive 1/2in | Mixed,"black inhex bit socket, 1/2-inch drive",1/2in | 15mm,HOUSE_RENDER_FAMILY,production/family_assets/socket_inhex.png,a26e49bba1790cacfd99649f43163e2d5820af23d151230c605976a6c5be5d49,ALL_ROWS,FAMILY_MASTER_REVIEWED_AND_CODE_MAPPED,APPROVED_FAMILY_RENDER,800,800,JPEG,72895,8958b518d16500ade2699cc299ceb594885f92273218956a848235bf3c47ba75,"ONE socket only; six-point black impact finish; correct drive square; hex opening visible ; stamped/labelled sizes readable: 1/2in, 15mm ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price)",Family render; the catalogue code supplies the exact size/variant where the shared image does not visibly prove that marking.
COATES-K2-ROAD2-649-RETRACTION-RESOLVED-20260806-V2,Coates_K2_Road2_Retraction_Resolved_649_Thumbnails_001.zip,431,2,12DRIVEIMPACTINHEXSOCKET17MM,12DRIVEIMPACTINHEXSOCKET17MM.jpg,Socket - Inhex -17MM-1/2in Drive,Socket - inhex | Drive 1/2in | Mixed,"black inhex bit socket, 1/2-inch drive",1/2in | 17mm,HOUSE_RENDER_FAMILY,production/family_assets/socket_inhex.png,a26e49bba1790cacfd99649f43163e2d5820af23d151230c605976a6c5be5d49,ALL_ROWS,FAMILY_MASTER_REVIEWED_AND_CODE_MAPPED,APPROVED_FAMILY_RENDER,800,800,JPEG,72895,8958b518d16500ade2699cc299ceb594885f92273218956a848235bf3c47ba75,"ONE socket only; six-point black impact finish; correct drive square; hex opening visible ; stamped/labelled sizes readable: 1/2in, 17mm ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price)",Family render; the catalogue code supplies the exact size/variant where the shared image does not visibly prove that marking.
COATES-K2-ROAD2-649-RETRACTION-RESOLVED-20260806-V2,Coates_K2_Road2_Retraction_Resolved_649_Thumbnails_001.zip,403,2,12DRIVEIMPACTINHEXSOCKET18MM,12DRIVEIMPACTINHEXSOCKET18MM.jpg,Socket - Inhex - 18MM -1/2in Drive,Socket - inhex | Drive 1/2in | Mixed,"black inhex bit socket, 1/2-inch drive",1/2in | 18mm,HOUSE_RENDER_FAMILY,production/family_assets/socket_inhex.png,a26e49bba1790cacfd99649f43163e2d5820af23d151230c605976a6c5be5d49,ALL_ROWS,FAMILY_MASTER_REVIEWED_AND_CODE_MAPPED,APPROVED_FAMILY_RENDER,800,800,JPEG,72895,8958b518d16500ade2699cc299ceb594885f92273218956a848235bf3c47ba75,"ONE socket only; six-point black impact finish; correct drive square; hex opening visible ; stamped/labelled sizes readable: 1/2in, 18mm ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price)",Family render; the catalogue code supplies the exact size/variant where the shared image does not visibly prove that marking.
COATES-K2-ROAD2-649-RETRACTION-RESOLVED-20260806-V2,Coates_K2_Road2_Retraction_Resolved_649_Thumbnails_001.zip,433,2,12DRIVEIMPACTINHEXSOCKET19MM,12DRIVEIMPACTINHEXSOCKET19MM.jpg,Socket - Inhex -19MM-1/2in Drive,Socket - inhex | Drive 1/2in | Mixed,"black inhex bit socket, 1/2-inch drive",1/2in | 19mm,HOUSE_RENDER_FAMILY,production/family_assets/socket_inhex.png,a26e49bba1790cacfd99649f43163e2d5820af23d151230c605976a6c5be5d49,ALL_ROWS,FAMILY_MASTER_REVIEWED_AND_CODE_MAPPED,APPROVED_FAMILY_RENDER,800,800,JPEG,72895,8958b518d16500ade2699cc299ceb594885f92273218956a848235bf3c47ba75,"ONE socket only; six-point black impact finish; correct drive square; hex opening visible ; stamped/labelled sizes readable: 1/2in, 19mm ; house style holds (dark floor, orange rim glow, item fills ~75%, no text/people/price)",Family render; the catalogue code supplies the exact size/variant where the shared image does not visibly prove that marking.
